3.22164,3.77783,12.3,12.3
6.09433,6.02582,12.3,12.3
9.53128,10.3852,10.4261,11.5321
11.0021,11.6046,8.94836,9.43225
10.4283,10.3588,9.04648,9.04126
9.24588,9.30076,9.1232,9.06523
8.74679,8.73833,8.75053,8.72322
8.61334,8.56763,8.20919,8.19701
8.37569,8.35241,7.81148,7.8106
8.01565,8.02106,7.56057,7.56684
7.67739,7.68386,7.35182,7.35374
7.41383,7.40625,7.13785,7.1298
7.21684,7.20465,6.9341,6.92299
7.01614,7.00229,6.76316,6.75025
6.81392,6.79813,6.60352,6.58841
6.65108,6.63409,6.46217,6.44557
6.48509,6.46669,6.33221,6.31395
6.35033,6.33107,6.21851,6.19925
6.22455,6.20456,6.11819,6.0981
6.09838,6.07772,6.02492,6.0041
5.98661,5.96561,5.93935,5.91817
5.88852,5.86749,5.86108,5.83987
5.80939,5.78851,5.79329,5.77223
5.72684,5.7063,5.7316,5.71094
5.65113,5.63107,5.67576,5.65567
5.5911,5.5715,5.62537,5.60578
5.52767,5.50886,5.57837,5.55967
5.44197,5.42469,5.51874,5.50175
5.39802,5.3815,5.46779,5.4521
5.349,5.33332,5.43442,5.4192
5.29847,5.28401,5.39912,5.38503
5.25184,5.23863,5.36222,5.34951
5.20732,5.19538,5.32441,5.31312
5.14272,5.13307,5.27095,5.26211
5.10287,5.09391,5.23307,5.22491
5.05898,5.05131,5.19432,5.18748
5.00927,5.00343,5.15146,5.14654
4.96309,4.95911,5.10962,5.10662
4.92649,4.92416,5.07446,5.07315
4.89483,4.89428,5.04454,5.04507
4.86692,4.86761,5.0196,5.02145
4.83913,4.84219,4.99567,4.99995
4.81486,4.81832,4.97426,4.97902
4.77938,4.78589,4.94367,4.95157
4.73619,4.74782,4.90338,4.91637
4.68384,4.69554,4.85361,4.86679
4.60493,4.61841,4.7776,4.79263
4.49688,4.51145,4.66991,4.68604
4.3531,4.36844,4.52338,4.54023
4.17759,4.19714,4.34277,4.36369
3.95996,3.98272,4.11909,4.14309
3.71853,3.73325,3.86933,3.88526
3.39762,3.40948,3.5338,3.54663
3.07181,3.08029,3.19786,3.20717
2.69686,2.68749,2.80551,2.79662
2.29682,2.29199,2.39278,2.38826
2.03498,1.81061,2.14427,1.92014
1.4312,1.33577,1.62377,1.52851
0.992229,1.00876,1.20673,1.22305
0.72388,0.760647,0.917928,0.954426
0.520909,0.537718,0.698861,0.715657
0.3267,0.314804,0.506389,0.494725
0.112769,0.102986,0.303357,0.293884
1.0615e-08,1.05523e-08,0.192898,0.193226
7.51853e-09,7.44624e-09,0.189022,0.189411
0,0,0.195139,0.195775
0,0,0.206329,0.207191
0,0,0.21639,0.217285
0,0,0.221233,0.222299
0,0,0.229191,0.230479
0,0,0.231685,0.232887
0,0,0.225301,0.226702
0,0,0.0745594,0.0859537
0,0,0.0357782,0.0381773
0,0,0.0114946,0.00966314
0,0,0.0093766,0.00923835
0,0,3.15169e-07,4.73209e-06
0,0,8.41687e-09,1.31834e-08
0,0,0,0
0,0,0,0
12.3,12.3,0,0
12.3,12.3,0,0
5.90631,3.37404,0,0
0,0,0,0.503357
0,0,1.53493,1.46992
0,0,0.944015,0.799145
0,12.3,0,0
0,9.84888,0,0
0,0.648608,0,0
0.667188,8.23816,0,0
0,12.3,0,0
0,11.2921,0,0
0.807715,10.3503,0,0
0.708757,5.87263,0,0
0.259335,12.3,0,0
0,12.3,0,0
0.777838,12.3,0,0
0.761866,7.21407,0,0
0.105534,12.3,0,0
0,12.3,0,0
0.740089,9.2869,0,0
12.3,11.5221,0,0
12.3,3.38594,0,0
12.3,1.04499,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
12.3,12.3,0,0
0,12.3,0,0
0,9.39116,0.483207,0
0,0,1.17513,0
0,0,0.907135,3.94727
0,0,0.112466,4.3105
0,0,5.14215e-10,7.19561
0,0,0,6.99536
0,0,0,9.82459
0,0,0.340183,7.70115
0,0,0.162149,0
0,0,0.567634,1.49566
0,0,0.310264,0.57487
