4.00924,3.58519,12.3,12.3
4.99314,5.93375,12.3,12.3
10.018,8.26891,12.3,11.314
9.46608,12.2999,8.0881,11.1292
9.46095,10.248,9.19827,9.87712
9.46076,8.51145,9.8416,8.74915
9.08802,8.55476,8.95403,8.39898
8.72181,8.78229,8.07667,8.16697
8.36683,8.52045,7.73216,7.90464
8.03218,8.06068,7.60469,7.6377
7.77587,7.77855,7.3938,7.39983
7.53343,7.52994,7.18953,7.18821
7.28796,7.28112,6.99403,6.98846
7.06579,7.05941,6.81139,6.80577
6.88693,6.88209,6.64915,6.64488
6.71596,6.71081,6.50832,6.50352
6.49977,6.49391,6.33903,6.3332
6.36381,6.35832,6.22561,6.21997
6.23712,6.23191,6.12501,6.11953
6.10988,6.10483,6.03134,6.02593
6.00941,6.00504,5.9471,5.94234
5.91483,5.91083,5.87338,5.86897
5.8195,5.8158,5.80476,5.8007
5.74431,5.74109,5.74272,5.73917
5.67308,5.67017,5.68789,5.68472
5.60055,5.598,5.63618,5.63347
5.53538,5.53324,5.58752,5.58532
5.47698,5.47524,5.54149,5.53979
5.42302,5.42162,5.49834,5.49709
5.37201,5.37087,5.45775,5.45687
5.32788,5.32684,5.42035,5.41967
5.28319,5.28241,5.38443,5.3841
5.23486,5.23459,5.34721,5.34751
5.19247,5.19253,5.31031,5.31105
5.12437,5.12539,5.25593,5.25784
5.07661,5.07797,5.2142,5.21659
5.03027,5.03174,5.17114,5.17375
4.98256,4.9842,5.12702,5.12992
4.94608,4.94791,5.09142,5.09457
4.9111,4.91374,5.05919,5.06325
4.88225,4.88534,5.03348,5.03816
4.85281,4.85687,5.00802,5.01383
4.82691,4.83209,4.98578,4.99291
4.79708,4.80198,4.9597,4.96683
4.75725,4.76236,4.92374,4.9313
4.70782,4.714,4.87744,4.88625
4.64029,4.6466,4.81199,4.82114
4.55115,4.55729,4.72253,4.7317
4.43038,4.43685,4.60069,4.61032
4.26858,4.27642,4.43653,4.44769
4.06899,4.07849,4.23153,4.24451
3.82677,3.83382,3.97859,3.98934
3.54517,3.54976,3.68714,3.69552
3.20523,3.2021,3.33229,3.33281
2.85004,2.82699,2.96388,2.94391
2.43062,2.40473,2.52688,2.50237
2.08021,2.04886,2.17458,2.1426
1.7326,1.49285,1.89575,1.65329
1.25312,1.0707,1.47058,1.27296
0.870559,0.824677,1.08952,1.01357
0.520087,0.707057,0.722982,0.872771
1.46323e-06,0.5684,0.194912,0.730836
1.20714e-07,0.194567,0.184846,0.380262
2.6773e-08,5.44177e-08,0.177168,0.200095
5.32019e-09,7.98016e-09,0.176772,0.197873
0,0,0.184802,0.205082
0,0,0.194229,0.2146
0,0,0.202207,0.223509
0,0,0.211107,0.234369
0,0,0.21667,0.243185
0,0,0.21849,0.249883
0,0,0.212935,0.251263
0,0,0.100134,0.194443
0,0,0,0.104123
0,0,0,0.121584
0,0,0,0.133974
2.53778e-07,0,0,0.139542
0.051989,0,0,0.128116
0.100209,0,0,0.135725
0.148261,0,0,0.182677
12.3,0,0,8.04909
12.3,12.3,0,0
12.3,2.85184,0,0
12.3,0,0,5.16457
12.3,0,0,12.3
12.3,0,0,12.3
12.3,0,0,12.3
12.3,0,0,12.3
12.3,0,0,12.3
12.3,0,0,12.3
12.3,0,0,8.76098
12.3,0,0,12.3
12.3,0,0,12.3
12.3,12.3,0,3.89682
12.3,0,0,12.3
12.3,0,0,12.3
12.3,12.3,0,12.3
0,0,0,12.3
12.3,5.85945,0,12.3
0,0,12.3,12.3
0,0,12.3,12.3
0,0,12.3,12.3
0,12.3,12.3,12.3
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,2.12272e-08
0,12.3,12.3,0.233095
0,12.3,12.3,1.10849e-08
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,2.70146,0
0,12.3,0.495715,0
0,12.3,8.28275e-07,0
0,12.3,12.3,0
0,12.3,12.3,0
0,12.3,12.3,0
12.3,12.3,12.3,0
